id,fan_value,neuroticism,agreeableness,extraversion,conscientiousness,openness,personality,values_h,needs,interests,ach,ben,con,dir,hed,pow,sec,sti,tra,uni,cha,clo,cur,est,exc,exp,har,ide,lib,lov,pra,str
4217,1,55,20,15,98,96,conscientiousness,self-indulgence,self-expresion,"health, hygiene and welfare|politics|feeding|art and culture|home and housing|philosophy|financial, banks and economy|picture|social networks|electronics and computers",9,3,5,2,1,9,3,7,6,7,8,12,4,10,4,1,9,2,3,6,10,7
4218,2,85,5,70,3,85,openness,tradition,excitement,"politics|feeding|health, hygiene and welfare|social networks|philosophy|home and housing|weather|leisure and entertainment|religion|medium viral",9,2,5,6,6,9,3,8,1,3,4,12,10,11,1,4,7,7,4,9,2,2
4219,0,65,15,65,25,95,openness,universalism,harmony,,8,2,9,3,5,9,5,4,5,1,10,12,9,11,7,2,1,7,5,2,2,6
4220,2,3,30,5,70,97,openness,benevolence,harmony,"art and culture|tv and radio|leisure and entertainment|feeding|books|electronics and computers|health, hygiene and welfare|medium viral|comic|industry and energy",8,1,3,6,6,10,5,8,3,2,7,12,4,11,5,7,1,6,1,7,1,10
4221,1,60,15,10,65,20,conscientiousness,tradition,practicality,"politics|financial, banks and economy|health, hygiene and welfare|feeding|industry and energy|philosophy|social networks|leisure and entertainment|electronics and computers|medium viral",6,2,9,2,6,9,5,8,1,2,10,12,6,9,3,8,3,5,10,6,1,1
4222,1,98,85,15,65,98,openness,self-direction,curiosity,motor|electronics and computers|science|education|politics|social groups|travels|insurance|social networks|philosophy,5,9,7,1,1,9,4,7,6,1,5,12,1,8,3,6,3,11,7,8,8,2
4223,1,85,10,45,80,45,neuroticism,benevolence,self-expresion,"leisure and entertainment|politics|art and culture|health, hygiene and welfare|motor|industry and energy|electronics and computers|ngos and causes|tv and radio|feeding",8,1,5,7,2,10,2,9,5,2,7,12,3,10,7,1,2,11,3,9,3,3
4224,1,1,70,55,95,65,conscientiousness,self-indulgence,self-expresion,"home and housing|fashion|feeding|art and culture|motor|health, hygiene and welfare|politics|social networks|drinks without alcohol|alcoholic drinks",10,4,6,7,1,8,1,8,4,1,9,12,9,9,7,1,4,7,4,4,3,1
4225,0,3,65,97,1,1,extraversion,universalism,structure,"art and culture|politics|health, hygiene and welfare|shopping|tv and radio|insurance|electronics and computers|sports|media|home and housing",10,2,5,4,6,7,7,7,3,1,5,12,11,8,7,8,4,8,5,2,2,1
4226,2,1,4,30,1,3,extraversion,benevolence,curiosity,"woman|electronics and computers|health, hygiene and welfare|feeding|home and housing|industry and energy|media|social networks|medium viral|travels",2,1,10,2,5,5,5,4,5,5,9,12,1,10,5,3,5,5,1,11,5,3
4227,0,1,35,98,90,10,extraversion,benevolence,curiosity,,8,1,3,6,6,10,3,8,5,1,3,12,1,11,6,3,7,5,9,10,2,7
4228,0,4,75,90,98,20,conscientiousness,self-indulgence,self-expresion,"art and culture|health, hygiene and welfare|social networks|politics|electronics and computers|sports|education|childish|drinks without alcohol|philosophy",9,3,9,5,1,7,3,7,5,1,11,12,2,5,8,1,4,5,5,2,8,8
4229,1,75,1,85,1,1,extraversion,benevolence,challenge,,6,1,4,7,7,9,2,9,4,2,1,12,3,7,11,2,5,10,5,8,8,4
4230,0,1,96,99,5,65,extraversion,achievement,challenge,"motor|shopping|industry and energy|politics|financial, banks and economy|home and housing|environment|feeding|art and culture|electronics and computers",1,8,2,7,2,10,4,6,8,4,1,12,11,7,7,1,7,4,5,3,10,6
4231,1,1,4,5,4,65,openness,benevolence,self-expresion,"weather|ngos and causes|alcoholic drinks|drinks without alcohol|politics|beauty|industry and energy|feeding|books|health, hygiene and welfare",6,1,5,4,1,9,9,7,7,1,7,12,8,9,3,1,4,4,6,9,11,2
4232,1,1,99,1,1,10,agreeableness,benevolence,harmony,theater and musical films|music|art and culture|tv and radio|leisure and entertainment|picture|social networks|artworks|professional services|electronics and computers,9,1,4,7,6,9,1,8,4,1,4,12,8,3,9,4,1,4,1,4,9,11
4233,1,30,5,1,60,2,conscientiousness,benevolence,ideals,"leisure and entertainment|industry and energy|politics|home and housing|social networks|electronics and computers|financial, banks and economy|health, hygiene and welfare|feeding|animals and pets",7,1,1,5,5,7,7,7,1,1,6,12,7,11,2,7,9,1,10,5,4,2
4234,0,1,98,99,99,99,openness,security,challenge,motor|insurance|picture|social networks|artworks|politics|feeding|military|travels|comic,2,9,6,9,3,5,1,4,8,6,1,12,9,7,4,3,7,9,6,9,5,1
4235,1,1,1,99,97,96,extraversion,achievement,challenge,"politics|media|health, hygiene and welfare|sports|philosophy|ngos and causes|social networks|art and culture|internet and telecommunications|electronics and computers",1,8,7,6,1,10,5,8,3,3,1,12,10,10,7,4,7,6,5,9,1,3
4236,1,1,1,1,98,1,conscientiousness,self-indulgence,challenge,,2,5,8,3,1,3,10,8,6,7,1,12,7,4,5,1,9,11,7,9,6,1
4237,0,20,20,1,55,10,conscientiousness,universalism,self-expresion,woman|religion|education|philosophy|environment|social groups|military|industry and energy|tv and radio|beauty,9,2,7,2,6,9,2,8,5,1,10,12,5,11,5,1,2,5,8,8,4,2
4238,0,15,20,45,97,15,conscientiousness,benevolence,structure,"environment|health, hygiene and welfare|electronics and computers|medium viral|politics|insurance|media|industry and energy|internet and telecommunications|tv and radio",6,1,1,6,6,10,4,6,4,1,5,12,2,2,10,2,9,7,7,11,5,1
4239,1,50,20,5,2,4,neuroticism,self-indulgence,self-expresion,,6,3,8,2,1,10,3,7,8,3,7,12,9,9,2,1,4,5,2,7,5,11
4240,2,90,1,1,4,1,neuroticism,achievement,self-expresion,"health, hygiene and welfare|politics|feeding|home and housing|art and culture|financial, banks and economy|environment|philosophy|industry and energy|animals and pets",1,4,9,2,4,10,3,6,8,6,7,12,9,7,6,1,4,11,9,4,1,1
4241,0,97,1,1,55,50,neuroticism,benevolence,ideals,,9,1,7,3,5,10,7,3,6,1,9,12,6,11,3,9,5,1,6,4,6,2
4242,0,85,25,65,75,20,neuroticism,self-indulgence,love,"social networks|electronics and computers|organizations|internet and telecommunications|environment|health, hygiene and welfare|medium viral|tv and radio|politics|insurance",5,3,10,2,1,6,6,4,6,6,9,12,7,9,5,3,5,2,3,1,8,9
4243,1,90,3,20,85,90,openness,self-indulgence,self-expresion,"electronics and computers|insurance|ngos and causes|motor|media|health, hygiene and welfare|medium viral|beauty|weather|politics",9,5,5,3,1,10,5,5,3,1,10,12,7,4,5,1,7,6,7,11,2,3
4244,0,85,15,90,75,98,openness,benevolence,harmony,"ngos and causes|internet and telecommunications|social networks|politics|tv and radio|video game|financial, banks and economy|leisure and entertainment|electronics and computers|media",8,1,8,3,5,10,5,5,4,1,5,12,9,11,7,7,1,1,9,6,1,1
4245,0,20,5,80,70,1,extraversion,benevolence,self-expresion,"internet and telecommunications|electronics and computers|drinks without alcohol|health, hygiene and welfare|tv and radio|alcoholic drinks|professional services|video game|insurance|feeding",7,1,4,5,2,10,5,7,7,2,7,12,2,11,7,1,2,2,2,6,7,10
4246,1,25,3,1,25,70,openness,benevolence,curiosity,"art and culture|politics|theater and musical films|electronics and computers|weather|financial, banks and economy|fashion|alcoholic drinks|comic|beauty",4,1,10,1,6,8,7,5,8,3,8,12,1,11,2,10,2,6,7,4,8,4
4247,0,60,45,50,3,80,openness,universalism,harmony,"electronics and computers|health, hygiene and welfare|politics|financial, banks and economy|environment|medium viral|ngos and causes|education|shopping|internet and telecommunications",8,7,5,2,5,10,3,8,4,1,8,12,11,6,2,4,1,3,8,7,8,4
4248,1,1,1,90,99,99,openness,benevolence,excitement,"shopping|social networks|financial, banks and economy|feeding|leisure and entertainment|health, hygiene and welfare|politics|motor|industry and energy|insurance",7,1,4,6,1,7,7,7,1,5,4,12,11,8,1,9,1,3,7,4,9,6
4249,1,97,25,1,5,96,neuroticism,benevolence,harmony,"health, hygiene and welfare|insurance|politics|feeding|medium viral|financial, banks and economy|education|electronics and computers|home and housing|science",8,1,8,2,7,10,5,5,4,2,7,12,10,5,7,9,1,3,5,4,10,2
4250,0,55,3,70,10,97,openness,benevolence,self-expresion,"health, hygiene and welfare|tv and radio|feeding|social networks|environment|home and housing|insurance|politics|media|medium viral",4,1,9,7,7,9,1,4,4,3,9,12,6,2,3,1,10,3,3,11,8,7
4251,0,1,1,80,1,90,openness,self-indulgence,self-expresion,"industry and energy|professional services|art and culture|insurance|financial, banks and economy|leisure and entertainment|woman|electronics and computers|music|shopping",8,2,3,9,1,10,6,6,4,4,5,12,4,11,5,1,9,5,3,10,1,5
4252,0,45,20,60,1,1,extraversion,achievement,practicality,,1,6,9,3,1,8,3,3,9,7,11,12,6,4,2,4,6,10,2,6,1,6
4253,0,96,4,5,95,1,neuroticism,benevolence,ideals,"tv and radio|politics|sports|media|social networks|internet and telecommunications|childish|animals and pets|leisure and entertainment|health, hygiene and welfare",9,1,1,6,4,9,5,8,7,1,11,12,7,10,7,5,6,1,3,9,2,3
4254,0,20,70,4,1,30,agreeableness,benevolence,curiosity,"industry and energy|electronics and computers|politics|art and culture|internet and telecommunications|philosophy|social networks|education|financial, banks and economy|science",8,1,10,2,4,8,6,4,6,2,9,12,1,11,7,4,7,5,2,5,2,10
4255,1,1,97,98,99,98,conscientiousness,self-indulgence,curiosity,"health, hygiene and welfare|home and housing|art and culture|shopping|politics|electronics and computers|leisure and entertainment|feeding|insurance|industry and energy",10,5,4,3,1,7,5,7,7,1,5,12,1,8,8,4,7,8,6,8,3,1
4256,0,3,96,1,5,35,agreeableness,self-direction,challenge,"health, hygiene and welfare|politics|feeding|medium viral|childish|education|home and housing|animals and pets|social networks|shopping",2,9,9,1,7,8,4,6,5,2,1,12,9,6,2,6,11,9,4,6,2,4
4257,0,1,99,90,90,99,openness,stimulation,excitement,feeding|motor|professional services|artworks|picture|internet and telecommunications|politics|travels|military|home and housing,6,8,3,3,5,10,9,1,6,1,5,12,6,9,1,1,7,1,1,9,8,9
4258,0,70,98,97,1,1,agreeableness,security,self-expresion,"health, hygiene and welfare|insurance|travels|feeding|leisure and entertainment|financial, banks and economy|industry and energy|shopping|internet and telecommunications|motor",8,4,8,4,3,8,1,7,6,1,2,12,5,10,3,1,10,3,6,8,8,6
4259,1,90,50,98,25,99,openness,achievement,challenge,"politics|health, hygiene and welfare|ngos and causes|childish|art and culture|electronics and computers|financial, banks and economy|beauty|environment|video game",1,8,5,5,7,10,1,8,1,4,1,12,9,7,5,5,9,4,7,9,3,1
4260,1,1,97,99,98,90,extraversion,conformity,self-expresion,"insurance|health, hygiene and welfare|motor|financial, banks and economy|shopping|alcoholic drinks|home and housing|tv and radio|organizations|sports",10,8,1,7,5,8,2,2,5,2,7,12,3,9,6,1,7,3,1,3,9,9
4261,1,95,1,1,99,40,conscientiousness,self-indulgence,self-expresion,"feeding|military|professional services|health, hygiene and welfare|leisure and entertainment|politics|electronics and computers|philosophy|fashion|social networks",2,7,10,3,1,8,6,3,8,5,8,12,5,11,3,1,10,8,2,6,3,7
4262,1,85,1,75,25,2,neuroticism,benevolence,curiosity,,9,1,5,5,3,10,4,8,5,2,4,12,1,11,5,5,8,8,7,10,1,1
4263,1,1,99,99,98,80,extraversion,benevolence,challenge,,3,1,8,5,1,9,10,4,7,6,1,12,9,11,4,2,3,6,4,6,6,10
4264,1,98,98,1,98,99,openness,achievement,challenge,"health, hygiene and welfare|financial, banks and economy|social groups|travels|organizations|sports|motor|electronics and computers|professional services|shopping",1,8,1,9,1,5,1,9,6,7,1,12,4,9,9,8,2,5,6,9,7,2
4265,1,15,2,5,55,35,conscientiousness,self-indulgence,self-expresion,"internet and telecommunications|financial, banks and economy|industry and energy|drinks without alcohol|weather|art and culture|home and housing|beauty|military|comic",5,2,10,5,1,8,8,2,7,2,6,12,7,9,4,1,7,2,2,4,11,10
4266,0,1,99,1,65,80,agreeableness,benevolence,harmony,"art and culture|insurance|theater and musical films|politics|social groups|financial, banks and economy|industry and energy|environment|feeding|music",9,1,5,6,3,9,6,8,3,1,8,12,4,10,6,5,1,3,1,8,6,10
4267,1,2,75,1,90,4,conscientiousness,benevolence,self-expresion,,9,1,7,5,3,8,10,3,5,2,7,12,6,11,3,1,4,5,2,9,7,9
4268,1,1,97,65,1,4,agreeableness,benevolence,self-expresion,industry and energy|motor|environment|art and culture|feeding|leisure and entertainment|tv and radio|music|social networks|electronics and computers,7,1,3,3,1,9,6,5,9,7,7,12,9,9,6,1,5,1,1,1,8,9
4269,0,50,96,98,45,99,openness,benevolence,harmony,"health, hygiene and welfare|politics|travels|feeding|environment|picture|theater and musical films|comic|tv and radio|electronics and computers",10,1,6,1,1,8,1,9,6,5,11,12,5,9,4,5,1,3,8,1,7,9
4270,0,2,98,98,85,98,openness,self-indulgence,challenge,"tv and radio|health, hygiene and welfare|financial, banks and economy|electronics and computers|industry and energy|leisure and entertainment|art and culture|insurance|music|politics",5,4,7,2,1,3,5,7,10,7,1,12,8,6,1,1,8,8,6,8,4,4
4271,1,90,1,10,80,45,neuroticism,benevolence,ideals,industry and energy|weather|environment|feeding|beauty|fashion|alcoholic drinks|ngos and causes|social networks|drinks without alcohol,7,1,4,2,6,10,7,7,2,5,11,12,5,4,7,9,2,1,5,3,10,7
4272,1,1,60,2,98,85,conscientiousness,universalism,excitement,"sports|politics|animals and pets|electronics and computers|health, hygiene and welfare|financial, banks and economy|fashion|internet and telecommunications|medium viral|video game",9,6,6,2,3,4,4,8,9,1,6,12,9,9,1,3,7,11,1,3,5,8
4273,2,80,45,4,75,10,neuroticism,benevolence,practicality,politics|art and culture|tv and radio|internet and telecommunications|education|social networks|electronics and computers|social groups|philosophy|feeding,5,1,9,4,5,10,5,5,1,1,6,12,6,11,3,3,10,8,2,9,1,3
4274,1,1,96,50,65,4,agreeableness,benevolence,ideals,"health, hygiene and welfare|tv and radio|animals and pets|art and culture|media|religion|leisure and entertainment|financial, banks and economy|politics|philosophy",6,1,9,3,5,10,6,4,6,2,11,12,8,4,2,2,4,1,4,10,8,7
4275,0,90,2,15,90,3,conscientiousness,benevolence,challenge,"internet and telecommunications|shopping|professional services|feeding|health, hygiene and welfare|social networks|industry and energy|animals and pets|electronics and computers|tv and radio",9,1,5,4,5,5,8,9,2,2,1,12,6,9,3,3,9,3,7,2,11,7
4276,2,30,65,5,70,45,conscientiousness,universalism,practicality,"politics|art and culture|industry and energy|social networks|feeding|ngos and causes|philosophy|sports|health, hygiene and welfare|leisure and entertainment",4,2,4,3,7,9,6,9,7,1,6,12,2,4,9,7,9,11,7,4,1,2
4277,0,85,97,45,98,80,conscientiousness,benevolence,harmony,,8,1,6,4,7,8,1,8,4,1,6,12,11,4,6,6,1,6,6,5,1,3
4278,0,75,1,55,1,98,openness,tradition,excitement,"financial, banks and economy|leisure and entertainment|tv and radio|politics|insurance|art and culture|animals and pets|comic|media|motor",10,3,2,7,5,7,4,9,1,6,8,12,7,9,1,5,1,1,5,1,11,10
4279,1,90,20,35,1,50,neuroticism,benevolence,curiosity,"health, hygiene and welfare|politics|feeding|tv and radio|environment|social networks|motor|leisure and entertainment|medium viral|home and housing",7,1,5,7,2,10,5,7,4,3,10,12,1,11,5,5,1,1,9,8,4,5
4280,0,10,70,55,65,95,openness,universalism,curiosity,tv and radio|art and culture|internet and telecommunications|social networks|music|politics|video game|theater and musical films|leisure and entertainment|professional services,6,2,9,2,6,2,2,9,6,1,4,12,1,10,5,1,9,6,1,8,7,10
4281,0,5,1,1,96,90,conscientiousness,universalism,self-expresion,"politics|media|comic|sports|social networks|professional services|motor|feeding|medium viral|health, hygiene and welfare",7,2,3,7,3,10,3,7,6,1,8,12,6,4,7,1,10,8,5,11,3,1
4282,0,97,85,90,10,90,neuroticism,conformity,self-expresion,"animals and pets|health, hygiene and welfare|politics|weather|feeding|home and housing|medium viral|leisure and entertainment|tv and radio|alcoholic drinks",8,6,1,3,8,6,3,8,3,1,9,12,2,5,9,1,2,5,9,4,5,5
4283,0,3,65,40,60,85,openness,universalism,curiosity,"health, hygiene and welfare|motor|financial, banks and economy|weather|picture|politics|industry and energy|artworks|home and housing|environment",9,3,6,3,7,9,2,7,5,1,3,12,1,10,3,1,10,3,7,8,3,9
4284,2,5,20,85,20,80,extraversion,self-indulgence,self-expresion,electronics and computers|tv and radio|internet and telecommunications|art and culture|sports|media|industry and energy|leisure and entertainment|travels|childish,9,2,6,2,1,7,9,4,7,4,5,12,2,11,4,1,8,6,6,2,8,10
4285,1,1,85,30,95,55,conscientiousness,universalism,self-expresion,"motor|health, hygiene and welfare|politics|electronics and computers|feeding|environment|insurance|art and culture|industry and energy|tv and radio",8,2,7,6,2,10,2,8,2,1,6,12,3,8,3,1,10,1,3,10,7,8
4286,1,85,1,1,97,1,conscientiousness,security,harmony,"health, hygiene and welfare|politics|financial, banks and economy|social groups|industry and energy|home and housing|professional services|leisure and entertainment|philosophy|education",6,3,3,8,8,7,1,8,1,5,6,12,11,8,5,3,1,3,8,1,8,7
4287,1,30,5,20,25,2,neuroticism,benevolence,ideals,"health, hygiene and welfare|politics|electronics and computers|weather|philosophy|ngos and causes|art and culture|picture|childish|motor",9,1,5,7,2,9,4,8,2,5,11,12,3,7,10,3,5,1,5,2,9,7
4288,1,85,25,90,2,65,extraversion,self-direction,self-expresion,"financial, banks and economy|health, hygiene and welfare|media|electronics and computers|feeding|politics|leisure and entertainment|ngos and causes|home and housing|education",3,7,9,1,3,8,3,2,9,3,9,12,7,11,3,1,5,5,3,2,8,9
4289,1,1,20,40,97,1,conscientiousness,benevolence,curiosity,"feeding|health, hygiene and welfare|insurance|travels|motor|shopping|financial, banks and economy|sports|professional services|drinks without alcohol",3,1,10,1,5,5,8,8,7,3,7,12,1,11,1,3,5,7,5,9,4,9
4290,2,90,10,1,55,3,neuroticism,universalism,curiosity,"internet and telecommunications|home and housing|tv and radio|motor|politics|insurance|social networks|feeding|health, hygiene and welfare|military",7,2,4,6,8,10,3,8,4,1,5,12,1,11,6,3,4,6,6,10,6,1
4291,1,5,1,96,85,65,extraversion,achievement,harmony,,1,1,1,7,5,10,4,9,7,5,6,12,9,10,5,8,1,1,3,7,4,10
4292,2,97,2,1,90,55,neuroticism,universalism,self-expresion,"health, hygiene and welfare|politics|electronics and computers|professional services|ngos and causes|insurance|media|philosophy|art and culture|organizations",8,2,6,4,10,8,2,7,4,1,5,12,3,11,5,1,7,7,9,9,4,1
4293,1,55,96,98,98,3,extraversion,benevolence,harmony,sports|leisure and entertainment|weather|education|science|industry and energy|electronics and computers|music|travels|books,7,1,2,7,2,9,4,9,5,6,5,12,10,8,3,8,1,5,11,7,3,1
4294,0,75,99,10,10,2,agreeableness,benevolence,stability,motor|media|feeding|tv and radio|art and culture|leisure and entertainment|social networks|music|comic|politics,7,1,3,6,7,7,3,7,3,1,8,12,2,1,5,10,2,8,6,10,7,4
4295,2,1,75,85,65,65,extraversion,benevolence,challenge,"art and culture|electronics and computers|philosophy|internet and telecommunications|medium viral|politics|leisure and entertainment|industry and energy|financial, banks and economy|science",2,1,4,2,9,10,4,7,7,4,1,12,1,9,5,5,7,8,4,9,1,9
4296,1,90,2,5,90,20,conscientiousness,self-direction,curiosity,"politics|health, hygiene and welfare|financial, banks and economy|feeding|media|home and housing|ngos and causes|military|art and culture|philosophy",8,6,6,1,9,9,4,4,1,3,4,12,1,10,6,2,10,8,6,8,2,4
4297,0,85,5,3,1,4,neuroticism,benevolence,ideals,"tv and radio|leisure and entertainment|feeding|art and culture|health, hygiene and welfare|politics|alcoholic drinks|home and housing|insurance|social networks",7,1,4,7,3,10,4,9,6,2,10,12,4,7,11,7,2,1,2,9,5,5
4298,0,1,1,45,55,1,conscientiousness,benevolence,curiosity,"health, hygiene and welfare|feeding|industry and energy|fashion|leisure and entertainment|organizations|financial, banks and economy|social networks|environment|shopping",5,1,5,2,4,8,10,8,7,2,8,12,1,11,3,2,10,3,3,3,9,7
4299,0,90,96,5,1,99,openness,benevolence,self-expresion,"art and culture|philosophy|leisure and entertainment|health, hygiene and welfare|military|home and housing|environment|alcoholic drinks|ngos and causes|video game",7,1,8,5,2,10,2,9,2,6,4,12,9,9,3,1,4,7,4,9,2,7
4300,1,75,97,1,4,95,agreeableness,universalism,curiosity,"financial, banks and economy|social groups|professional services|medium viral|picture|feeding|ngos and causes|art and culture|alcoholic drinks|animals and pets",9,2,5,6,8,10,2,6,2,1,9,12,1,5,8,6,3,6,3,9,1,11
4301,0,95,10,1,1,25,neuroticism,self-direction,structure,,9,2,7,1,6,10,5,7,4,2,10,12,6,10,3,8,5,2,3,8,6,1
4302,1,1,1,99,1,99,openness,achievement,self-expresion,"electronics and computers|health, hygiene and welfare|picture|shopping|home and housing|weather|military|ngos and causes|feeding|environment",1,8,6,5,7,1,1,8,8,4,4,12,5,8,9,1,1,11,7,10,1,5
4303,1,60,70,30,15,50,agreeableness,self-indulgence,love,,4,8,5,10,1,1,8,1,5,5,11,12,8,5,7,2,6,10,2,1,4,8
4304,0,97,99,1,1,2,agreeableness,power,challenge,,10,3,4,4,9,1,7,4,8,1,1,12,7,7,6,4,3,5,7,7,7,1
4305,1,2,97,5,1,1,agreeableness,benevolence,harmony,"art and culture|music|theater and musical films|tv and radio|industry and energy|financial, banks and economy|professional services|social groups|organizations|medium viral",6,1,1,6,8,8,4,8,5,3,7,12,5,9,5,9,1,1,9,7,3,4
4306,1,1,1,15,70,90,openness,achievement,self-expresion,"health, hygiene and welfare|politics|art and culture|education|social networks|leisure and entertainment|media|electronics and computers|philosophy|financial, banks and economy",1,5,6,1,1,9,8,7,9,1,5,12,6,11,2,1,8,9,4,10,6,2
4307,1,10,35,96,80,2,extraversion,universalism,self-expresion,social networks|environment|media|tv and radio|weather|comic|shopping|electronics and computers|internet and telecommunications|medium viral,7,2,7,6,3,10,4,9,4,1,10,12,7,11,4,1,8,3,6,2,4,8
4308,1,10,35,97,90,3,extraversion,benevolence,excitement,,7,1,9,2,4,10,8,5,5,2,6,12,7,11,1,1,1,5,1,9,9,8
4309,1,3,20,98,98,35,extraversion,benevolence,ideals,,7,1,9,3,2,10,7,5,6,3,7,12,8,8,2,5,3,1,3,5,8,11
4310,0,96,1,1,90,98,openness,benevolence,self-expresion,"professional services|fashion|ngos and causes|financial, banks and economy|industry and energy|health, hygiene and welfare|social networks|comic|military|art and culture",8,1,5,8,1,8,6,6,1,1,3,12,9,7,5,1,5,7,4,9,9,1
4311,1,10,96,1,90,1,agreeableness,conformity,practicality,art and culture|social networks|politics|comic|leisure and entertainment|social groups|media|fashion|shopping|philosophy,7,5,1,7,2,4,3,5,10,9,5,12,5,11,8,7,3,10,4,2,1,8
4312,0,3,1,5,25,90,openness,benevolence,curiosity,"politics|ngos and causes|financial, banks and economy|medium viral|media|health, hygiene and welfare|animals and pets|environment|education|picture",8,1,6,2,6,10,5,8,2,2,9,12,1,11,6,2,6,6,5,2,4,10
4313,1,85,96,5,1,1,agreeableness,benevolence,harmony,art and culture|music|leisure and entertainment|theater and musical films|tv and radio|feeding|social networks|industry and energy|politics|media,8,1,1,8,6,8,5,7,1,1,8,12,7,5,8,8,1,2,3,3,5,11
4314,0,85,80,90,40,65,extraversion,self-indulgence,practicality,"sports|politics|internet and telecommunications|animals and pets|tv and radio|social networks|video game|financial, banks and economy|medium viral|woman",3,2,9,3,1,10,6,3,6,6,7,12,8,11,2,3,3,8,3,3,1,8
4315,0,10,99,1,95,95,agreeableness,self-direction,practicality,social groups|social networks|sports,2,2,5,1,5,10,2,8,5,9,4,12,2,4,10,4,3,4,4,4,1,10
4316,0,10,10,65,85,1,conscientiousness,benevolence,excitement,,9,1,7,2,6,9,8,3,3,5,10,12,7,10,1,5,1,1,9,1,5,8
4317,0,10,96,95,90,20,agreeableness,universalism,ideals,"health, hygiene and welfare|internet and telecommunications|picture|home and housing|leisure and entertainment|comic|tv and radio|politics|electronics and computers|woman",9,2,7,4,2,9,5,6,8,1,11,12,7,9,3,3,9,1,1,8,6,3
4318,1,10,10,45,98,90,conscientiousness,benevolence,excitement,"politics|social networks|health, hygiene and welfare|financial, banks and economy|feeding|internet and telecommunications|tv and radio|education|environment|beauty",9,1,10,5,3,7,3,7,5,1,3,12,6,11,1,1,9,7,3,5,8,9
4319,1,20,35,90,90,95,openness,universalism,harmony,,8,2,9,2,6,9,2,5,6,1,10,12,9,10,6,6,1,6,4,1,3,4
4320,1,5,1,85,98,85,conscientiousness,benevolence,self-expresion,,6,1,6,6,5,10,4,9,2,2,5,12,4,10,2,1,9,2,5,5,8,10
4321,1,2,20,98,90,4,extraversion,benevolence,practicality,"politics|health, hygiene and welfare|ngos and causes|financial, banks and economy|philosophy|tv and radio|art and culture|electronics and computers|leisure and entertainment|industry and energy",8,1,8,2,5,10,7,3,5,3,6,12,11,3,7,10,3,8,8,3,1,2
4322,0,90,50,90,40,98,openness,benevolence,ideals,"insurance|health, hygiene and welfare|medium viral|financial, banks and economy|art and culture|electronics and computers|travels|tv and radio|philosophy|politics",9,1,6,4,1,9,7,5,7,1,9,12,11,6,4,4,6,1,3,1,9,8
4323,1,90,85,80,5,4,neuroticism,benevolence,ideals,"politics|shopping|feeding|financial, banks and economy|electronics and computers|industry and energy|military|health, hygiene and welfare|music|media",8,1,1,7,6,9,1,9,1,1,6,12,4,9,7,2,4,1,10,10,7,2
4324,0,1,35,1,90,1,conscientiousness,self-direction,ideals,"feeding|politics|drinks without alcohol|health, hygiene and welfare|financial, banks and economy|art and culture|animals and pets|electronics and computers|insurance|philosophy",5,4,8,1,1,9,9,1,5,5,9,12,6,9,2,2,6,1,2,5,8,9
4325,2,65,15,25,30,4,neuroticism,benevolence,curiosity,"art and culture|feeding|environment|medium viral|health, hygiene and welfare|politics|education|artworks|social networks|leisure and entertainment",4,1,8,1,4,10,8,4,7,1,5,12,1,11,5,1,9,10,8,5,3,3
4326,0,97,1,25,45,4,neuroticism,universalism,self-expresion,"health, hygiene and welfare|politics|feeding|motor|comic|industry and energy|environment|sports|video game|electronics and computers",8,2,3,9,5,5,3,10,5,1,6,12,4,9,2,1,2,10,6,10,8,4
4327,1,1,10,80,96,90,conscientiousness,universalism,challenge,"home and housing|travels|insurance|feeding|politics|leisure and entertainment|health, hygiene and welfare|animals and pets|philosophy|financial, banks and economy",4,5,10,2,6,6,2,8,8,1,1,12,6,11,2,5,9,7,2,9,4,7
4328,0,1,4,40,90,80,conscientiousness,self-indulgence,curiosity,"art and culture|leisure and entertainment|comic|politics|social networks|financial, banks and economy|health, hygiene and welfare|insurance|picture|woman",9,3,7,5,1,7,9,5,1,4,10,12,1,10,7,3,3,9,5,7,1,5
4329,1,85,75,15,90,90,openness,self-indulgence,ideals,,3,2,7,3,1,5,5,9,9,7,8,12,4,11,4,4,8,1,1,3,7,10
4330,2,97,1,1,1,98,openness,benevolence,challenge,"politics|art and culture|insurance|electronics and computers|feeding|health, hygiene and welfare|internet and telecommunications|science|motor|tv and radio",8,1,3,3,3,10,6,8,6,1,1,12,8,8,3,1,11,7,3,10,5,5
4331,2,10,20,45,98,20,conscientiousness,universalism,excitement,"art and culture|politics|insurance|health, hygiene and welfare|leisure and entertainment|ngos and causes|medium viral|media|professional services|home and housing",8,2,5,4,8,8,7,6,2,1,6,12,6,9,1,3,3,3,9,6,11,2
4332,1,40,20,20,1,15,neuroticism,universalism,self-expresion,"politics|ngos and causes|health, hygiene and welfare|feeding|environment|sports|financial, banks and economy|industry and energy|home and housing|motor",9,2,6,4,5,9,7,7,2,1,9,12,10,10,4,1,1,6,7,7,4,3
4333,1,1,5,70,97,2,conscientiousness,security,curiosity,tv and radio|travels|social networks|music|art and culture|motor|internet and telecommunications|theater and musical films|media|electronics and computers,7,3,10,7,6,5,1,7,3,1,4,12,1,10,9,1,6,7,8,10,3,4
